Accident_Index,longitude,latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Date
14323,74.10114921,15.3142904,1,3,2,2,1,20:45,28,E09000005,3,404,6,30,3,2,3,4088,0,0,4,2,2,0,0,1,1,E01000565,43144.00
14324,74.13791389,15.26187466,1,3,2,3,6,21:13,28,E09000005,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000588,43156.00
14325,74.06855816,15.21227874,1,3,2,1,3,08:30,28,E09000005,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01000593,43146.00
14326,74.05727583,15.24430289,1,3,1,1,3,15:32,28,E09000005,3,4088,6,30,7,4,6,0,0,0,1,3,2,0,0,1,1,E01000578,43153.00
14327,74.08634683,15.23096239,1,3,2,1,3,10:30,28,E09000005,3,4089,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01000633,43153.00
14328,74.02905572,15.17570385,1,3,2,1,2,20:40,28,E09000005,3,4089,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,3,E01000578,43138.00
14329,73.99434412,15.30185646,1,3,1,1,1,07:10,28,E09000005,3,4003,6,30,3,2,3,407,0,5,1,1,4,0,0,1,1,E01000642,43151.00
14330,73.97120564,15.33112511,1,3,2,2,4,17:53,28,E09000005,4,4557,6,30,0,-1,-1,0,0,0,4,3,2,0,0,1,1,E01000601,43154.00
14331,73.97327432,15.29720227,1,2,1,1,7,11:55,28,E09000005,4,453,6,30,0,-1,-1,0,0,5,1,8,1,0,0,1,1,E01000628,43157.00
14332,74.12753823,15.17446703,1,3,3,1,2,19:55,28,E09000005,6,0,6,30,3,4,6,0,0,0,4,3,2,0,0,1,1,E01000523,43152.00
14333,74.00253257,15.28671954,1,3,3,1,3,08:35,28,E09000005,4,454,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000625,43160.00
14334,73.95727832,15.32591865,1,3,1,1,4,18:40,2,E09000007,3,5,6,30,0,-1,-1,0,0,0,4,3,2,0,0,1,1,E01000548,43161.00
14335,74.12985653,15.24133998,1,3,3,1,3,08:45,28,E09000005,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,3,E01000487,43160.00
14336,74.06661916,15.22823863,1,3,3,1,6,10:45,28,E09000005,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01000596,43149.00
14337,74.03156566,15.36393749,1,3,1,1,6,15:35,28,E09000005,3,407,6,30,3,4,6,0,0,1,1,2,2,0,0,1,1,E01000640,43163.00
14338,74.00263276,15.29921063,1,3,1,1,7,06:04,28,E09000005,3,407,1,30,1,4,3,407,0,0,1,1,4,0,0,1,1,E01000508,43164.00
14339,73.99042259,15.27952123,1,3,1,1,2,11:30,28,E09000005,3,407,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000640,43166.00
14340,74.0402738,15.33559972,1,2,1,1,6,16:19,28,E09000005,5,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000475,43163.00
14341,73.98151003,15.29154634,1,3,2,2,2,00:22,28,E09000005,3,404,6,30,6,2,3,406,0,5,4,1,2,0,0,1,1,E01000605,43152.00
14342,74.09310319,15.17589125,1,3,2,1,4,07:25,28,E09000005,3,5,3,50,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000497,43161.00
14343,74.11588942,15.22386472,1,3,1,1,6,09:45,28,E09000005,3,4088,6,30,3,4,3,4088,0,0,1,1,1,0,0,1,1,E01000608,43170.00
14344,74.13702794,15.2052719,1,3,1,1,1,08:10,28,E09000005,5,0,6,30,3,4,5,0,0,0,1,1,2,0,0,1,1,E01000576,43165.00
14345,74.1460011,15.30455654,1,3,2,1,7,12:33,28,E09000005,3,406,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000603,43164.00
14346,73.95522878,15.26384707,1,3,2,2,7,16:12,28,E09000005,3,5,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000545,43171.00
14347,74.11333058,15.31311993,1,3,2,1,7,08:45,28,E09000005,3,404,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000636,43143.00
14348,73.99620242,15.25485025,1,3,2,1,5,22:00,28,E09000005,4,4557,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000601,43162.00
14349,73.97555796,15.31233988,1,3,2,2,7,14:25,28,E09000005,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000507,43164.00
14350,74.03991678,15.28266679,1,3,2,1,7,12:45,28,E09000005,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000487,43164.00
14351,74.04818513,15.2886485,1,3,2,1,7,23:45,28,E09000005,5,0,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000479,43171.00
14352,74.12446658,15.26472069,1,3,1,2,4,08:25,28,E09000005,3,404,6,30,3,4,3,404,0,0,1,1,2,0,0,1,1,E01000620,43161.00
14353,74.06114785,15.25794569,1,3,1,1,4,08:35,28,E09000005,3,4088,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000564,43168.00
14354,74.06910593,15.30331122,1,3,2,1,4,20:29,28,E09000005,3,404,6,30,6,2,3,404,0,0,4,1,1,0,0,1,1,E01000634,43175.00
14355,73.99076952,15.19234112,1,3,1,1,4,16:35,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000511,43168.00
14356,74.00336042,15.18676226,1,3,1,1,2,13:54,2,E09000007,3,5,6,30,3,4,5,0,0,1,1,1,1,0,0,1,1,E01004710,43166.00
14357,74.15041504,15.25536274,1,3,1,1,2,06:50,28,E09000005,3,407,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000642,43173.00
14358,74.03079054,15.29454047,1,3,2,1,2,09:14,28,E09000005,3,4088,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000564,43173.00
14359,74.0864127,15.31523039,1,3,1,1,2,16:50,28,E09000005,3,4005,6,30,7,2,3,4005,0,5,1,2,2,0,0,1,1,E01000472,43159.00
14360,74.14442632,15.33678767,1,3,2,1,1,15:25,28,E09000005,3,4005,3,30,3,4,3,4005,0,0,1,1,1,0,0,1,1,E01000475,43172.00
14361,74.00301278,15.35705496,1,3,3,1,5,21:00,28,E09000005,4,413,6,30,0,-1,-1,0,0,4,4,3,4,5,0,1,1,E01000551,43162.00
14362,74.04607917,15.30864283,1,3,2,2,3,17:19,28,E09000005,5,0,6,30,3,4,5,0,0,0,4,2,2,0,0,1,1,E01000489,43160.00
14363,74.0971431,15.27338252,1,3,4,1,1,17:12,28,E09000005,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000486,43179.00
14364,73.98067485,15.29234335,1,3,2,1,2,06:00,28,E09000005,3,406,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000498,43180.00
14365,74.04057865,15.20732293,1,3,1,1,1,22:12,28,E09000005,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000508,43179.00
14366,74.12535677,15.35817898,1,3,2,1,5,17:43,28,E09000005,3,404,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000531,43176.00
14367,74.01648707,15.26728558,1,3,1,1,2,10:30,28,E09000005,3,407,6,30,3,4,3,407,0,0,1,1,1,0,0,1,1,E01000521,43180.00
14368,74.13668313,15.32146074,1,3,2,1,2,17:33,28,E09000005,3,404,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000620,43180.00
14369,74.01565817,15.29114972,1,3,1,1,5,22:43,30,E09000003,3,5,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000313,43176.00
14370,73.97179316,15.32521057,1,3,1,1,5,07:20,28,E09000005,4,454,6,30,3,2,3,4006,0,5,1,2,2,0,0,1,1,E01000518,43183.00
14371,74.10292413,15.28918005,1,3,2,1,3,13:11,28,E09000005,5,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000491,43181.00
14372,74.04873242,15.34058851,1,3,3,1,2,17:40,28,E09000005,3,5,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000497,43159.00
14373,74.15072628,15.25751969,1,3,2,1,1,17:30,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000544,43193.00
14374,74.04325028,15.35058258,1,3,1,1,7,20:20,28,E09000005,3,5,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01000553,43185.00
14375,74.04300082,15.36066255,1,3,2,1,4,13:05,28,E09000005,3,4089,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01000571,43161.00
14376,74.07147803,15.19700935,1,3,1,1,4,18:43,28,E09000005,3,404,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000635,43189.00
14377,74.00447235,15.36640402,1,3,2,1,3,15:26,28,E09000005,3,407,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000556,43188.00
14378,74.01605789,15.34560358,1,3,1,1,3,12:18,28,E09000005,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000583,43188.00
14379,74.0885033,15.34451287,1,3,2,1,6,09:05,28,E09000005,3,404,6,30,8,4,6,0,0,0,1,1,1,4,0,1,1,E01002134,43191.00
14380,73.96945616,15.17674392,1,3,2,1,6,17:50,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000629,43191.00
14381,74.00890242,15.32622347,1,3,2,1,7,02:17,28,E09000005,5,0,6,30,6,4,5,0,0,0,4,1,1,0,0,1,1,E01000489,43192.00
14382,73.975896,15.26985264,1,3,2,2,7,15:00,28,E09000005,3,404,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002137,43192.00
14383,74.1074906,15.18578401,1,3,2,2,1,16:30,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000613,43193.00
14384,74.00137629,15.20821784,1,3,2,1,6,18:04,28,E09000005,3,4006,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000515,43184.00
14385,74.03675081,15.28358825,1,3,3,3,4,10:02,28,E09000005,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000601,43182.00
14386,73.95041099,15.34134525,1,3,1,1,2,10:55,28,E09000005,3,404,2,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000524,43194.00
14387,73.98537076,15.24360384,1,3,2,1,5,13:25,28,E09000005,3,404,6,30,3,4,3,404,0,0,1,1,1,0,0,1,1,E01000620,43176.00
14388,74.06533315,15.21005175,1,3,1,1,3,19:00,28,E09000005,4,454,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000625,43188.00
14389,74.12950942,15.24256977,1,3,2,1,2,09:35,28,E09000005,5,0,1,30,2,4,5,0,0,0,1,2,2,0,0,1,1,E01000590,43194.00
14390,74.13197943,15.22392895,1,3,4,1,3,07:50,28,E09000005,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000620,43195.00
14391,74.11688359,15.25516528,1,2,1,1,3,16:20,28,E09000005,3,5,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000497,43195.00
14392,74.0901901,15.28773211,1,3,2,1,7,13:01,28,E09000005,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000592,43178.00
14393,73.99195641,15.19356935,1,3,2,1,6,07:40,28,E09000005,3,4004,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000521,43198.00
14394,73.98788742,15.28249683,1,3,2,1,4,14:35,28,E09000005,3,406,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000499,43196.00
14395,74.02513734,15.29719363,1,3,2,1,4,06:00,28,E09000005,3,4005,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01000608,43147.00
14396,74.00471317,15.22125753,1,3,1,1,1,18:18,28,E09000005,3,5,6,30,3,2,3,407,0,5,1,1,1,0,0,1,1,E01000556,43200.00
14397,74.04423115,15.27467338,1,3,1,1,6,22:21,28,E09000005,4,453,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000628,43198.00
14398,74.13244345,15.22887535,1,3,2,1,2,11:00,28,E09000005,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,3,E01000495,43166.00
14399,74.0074816,15.19578772,1,3,3,1,2,23:40,28,E09000005,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000491,43201.00
14400,74.1264744,15.28598667,1,3,2,1,1,10:45,28,E09000005,3,4006,6,30,3,4,5,0,0,0,1,1,1,0,0,1,3,E01000541,43179.00
14401,73.95144053,15.30908632,1,3,3,1,4,08:10,28,E09000005,5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01000489,43168.00
14402,73.96732951,15.18737114,1,3,1,1,4,08:00,28,E09000005,3,4088,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000511,43175.00
14403,74.04454811,15.21063077,1,3,1,1,3,08:20,28,E09000005,3,407,6,30,3,4,6,0,0,1,1,2,2,0,0,1,1,E01000642,43181.00
14404,74.11493939,15.29519301,1,3,1,1,1,15:15,28,E09000005,3,5,3,30,6,4,5,0,0,5,1,1,1,0,0,1,1,E01000561,43200.00
14405,74.03669551,15.26775432,1,2,2,1,4,10:15,28,E09000005,3,406,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000627,43203.00
14406,74.03413007,15.22725514,1,3,1,2,2,19:10,28,E09000005,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000607,43201.00
14407,74.14660355,15.22705463,1,3,2,1,4,15:23,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000599,43203.00
14408,73.96077012,15.24685321,1,3,2,1,4,12:00,28,E09000005,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000630,43203.00
14409,74.00318125,15.17910917,1,3,2,1,3,18:45,28,E09000005,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,3,E01000586,43181.00
14410,74.03820911,15.27460995,1,3,2,1,7,08:25,28,E09000005,3,406,3,30,3,2,4,4557,0,0,1,1,1,0,0,1,1,E01000601,43199.00
14411,74.14830126,15.2010073,1,3,3,2,6,10:50,28,E09000005,3,406,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000601,43205.00
14412,73.96673434,15.2880071,1,3,2,1,6,22:35,28,E09000005,3,4089,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000616,43205.00
14413,74.01646508,15.29747908,1,3,2,1,3,15:30,28,E09000005,3,4140,1,30,1,4,3,4006,0,0,1,1,1,0,0,1,3,E01000543,43174.00
14414,74.12555453,15.27764744,1,2,1,1,5,15:15,28,E09000005,4,413,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004677,43183.00
14415,74.04671122,15.3015253,1,3,2,1,4,15:30,28,E09000005,3,404,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,3,E01000531,43182.00
14416,73.96537998,15.30436848,1,3,2,1,5,15:10,30,E09000003,3,5,6,30,8,4,6,0,0,0,1,1,1,0,0,1,3,E01000588,43183.00
14417,74.10376617,15.22811207,1,3,2,2,7,11:20,28,E09000005,4,4557,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000601,43206.00
14418,74.06715335,15.34247466,1,3,2,2,1,20:51,28,E09000005,3,406,3,40,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000498,43207.00
14419,74.11847364,15.28477656,1,3,1,1,2,13:49,28,E09000005,3,407,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000638,43208.00
14420,74.07265797,15.30736997,1,3,2,1,2,09:58,28,E09000005,3,404,6,30,3,4,3,404,0,0,1,1,1,0,0,1,1,E01000563,43208.00
14421,73.96969502,15.25697576,1,3,3,3,1,22:47,28,E09000005,3,404,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000521,43179.00
14422,74.00328925,15.2784173,1,3,2,1,4,12:25,28,E09000005,3,404,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01000565,43210.00
14423,74.04214863,15.24864571,1,3,2,1,5,17:30,28,E09000005,6,0,1,30,2,4,5,0,0,0,1,1,1,0,0,1,2,E01000510,43211.00
14424,74.01070385,15.30966138,1,3,2,2,2,00:30,28,E09000005,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000575,43208.00
14425,73.96600437,15.33354769,1,3,2,1,7,08:27,28,E09000005,3,404,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01000535,43213.00
14426,74.01673653,15.25853183,1,3,1,1,2,10:10,28,E09000005,3,404,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000636,43201.00
14427,73.95235559,15.25192038,1,3,2,1,3,22:30,28,E09000005,3,4005,6,30,3,4,4,456,0,0,4,1,1,0,0,1,1,E01000472,43209.00
14428,74.13633592,15.27135828,1,3,1,1,3,15:40,28,E09000005,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000636,43153.00
14429,74.07746681,15.26485147,1,3,1,1,7,23:04,28,E09000005,3,404,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01000521,43185.00
14430,74.12995573,15.35310456,1,3,3,3,6,12:40,28,E09000005,3,404,6,30,6,2,3,404,0,5,1,1,1,0,0,1,2,E01000621,43191.00
14431,74.13925977,15.3252947,1,3,1,1,4,03:10,28,E09000005,5,0,6,30,3,4,6,0,0,0,4,1,1,0,7,1,1,E01000596,43210.00
14432,74.02012081,15.21091989,1,3,2,2,4,08:08,28,E09000005,6,0,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,E01000554,43203.00
14433,73.98863277,15.30193242,1,3,2,1,6,23:50,28,E09000005,3,4088,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01000511,43212.00
14434,73.96315301,15.29600499,1,3,1,1,6,12:40,28,E09000005,3,407,6,30,3,4,3,5,0,4,1,1,1,0,0,1,1,E01000556,43212.00
14435,73.98468341,15.1898568,1,3,1,1,7,17:00,28,E09000005,3,4089,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000632,43213.00
14436,74.00794738,15.2041219,1,3,2,1,2,09:20,28,E09000005,3,404,3,30,8,2,6,0,0,5,1,2,2,0,0,1,1,E01002137,43215.00
14437,74.03708513,15.34544234,1,3,2,1,2,12:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000307,43215.00
14438,73.95315146,15.25182654,1,3,2,1,4,08:55,28,E09000005,3,4088,6,30,3,4,3,4088,0,0,1,1,1,0,0,1,1,E01000608,43217.00
14439,73.96298662,15.22707869,1,2,2,1,1,18:20,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000566,43221.00
14440,73.97075771,15.19543884,1,3,2,2,4,08:00,27,E09000009,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01001276,43217.00
14441,74.08634237,15.19705699,1,2,2,1,4,06:15,28,E09000005,3,5,6,30,3,2,3,407,0,5,1,1,1,0,0,1,1,E01000556,43210.00
14442,74.12673766,15.32510702,1,3,2,2,6,22:28,28,E09000005,3,404,1,30,1,4,3,4005,0,0,4,1,1,0,0,1,1,E01000608,43212.00
14443,74.10768557,15.18840673,1,3,2,1,4,07:25,28,E09000005,3,4088,6,30,3,4,3,406,0,7,1,2,2,0,0,1,1,E01000627,43196.00
14444,74.13350287,15.32741327,1,3,1,1,7,13:55,28,E09000005,3,404,6,30,3,2,3,404,0,0,1,1,1,0,0,1,1,E01000612,43213.00
14445,74.10743614,15.28897665,1,3,2,1,3,06:20,28,E09000005,6,0,6,30,8,4,6,0,0,0,1,1,2,0,0,1,1,E01000472,43216.00
14446,73.99009622,15.19465768,1,3,2,1,2,12:45,28,E09000005,3,406,7,30,3,4,3,406,0,0,1,2,2,0,0,1,1,E01000627,43215.00
14447,74.06787058,15.33905332,1,3,2,1,2,10:53,28,E09000005,3,404,6,30,3,4,3,404,0,0,1,2,2,0,0,1,1,E01000597,43215.00
14448,73.95491969,15.30980874,1,3,2,1,4,10:18,28,E09000005,3,406,3,30,5,4,3,406,0,0,1,1,1,0,0,1,1,E01000628,43217.00
14449,74.11115727,15.22667408,1,3,2,1,6,18:25,28,E09000005,3,404,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000597,43226.00
14450,73.96602633,15.26274276,1,3,2,1,1,13:15,28,E09000005,3,406,6,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000600,43221.00
14451,74.10862831,15.27780249,1,3,2,1,4,21:08,30,E09000003,3,5,6,30,3,4,6,0,0,0,4,1,1,4,0,1,1,E01000592,43224.00
14452,74.14595822,15.25342094,1,3,2,1,5,13:00,28,E09000005,3,404,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000521,43232.00
14453,74.0654181,15.27890216,1,3,2,1,2,14:00,28,E09000005,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000498,43215.00
14454,73.97543711,15.36498803,1,3,2,1,3,11:10,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01000614,43216.00
14455,74.11142501,15.22133642,1,3,1,1,6,08:15,28,E09000005,3,404,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000595,43219.00
14456,73.95714201,15.31605208,1,3,2,1,4,14:15,28,E09000005,4,453,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000628,43224.00
14457,73.9670268,15.24852532,1,3,2,1,4,23:10,28,E09000005,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000515,43224.00
14458,74.10685131,15.27883916,1,3,4,1,5,09:00,28,E09000005,5,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01000610,43225.00
14459,74.15047404,15.22835224,1,2,3,1,3,09:06,28,E09000005,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01000563,43223.00
14460,74.13469622,15.32082932,1,3,2,3,2,19:06,28,E09000005,6,0,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,E01000600,43236.00
14461,74.02786502,15.2995892,1,3,3,1,4,09:45,28,E09000005,4,4492,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000600,43224.00
14462,74.08259583,15.28450918,1,3,1,1,6,14:30,28,E09000005,3,5,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000545,43226.00
14463,74.09499926,15.17875832,1,3,1,1,1,20:46,28,E09000005,3,406,3,40,0,-1,-1,0,0,0,4,1,1,0,2,1,1,E01000601,43228.00
14464,74.08717783,15.30304062,1,3,2,2,6,16:45,28,E09000005,3,406,3,40,3,2,4,4557,0,5,1,1,1,0,0,1,1,E01000602,43226.00
14465,74.13425335,15.34231494,1,3,2,1,3,08:10,28,E09000005,3,404,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000621,43230.00
14466,74.01913993,15.24436863,1,3,1,1,3,15:56,28,E09000005,3,404,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01000608,43230.00
14467,74.00248009,15.35235804,1,3,1,1,3,18:45,28,E09000005,4,453,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000628,43223.00
14468,73.96795517,15.3125347,1,3,2,2,3,20:44,28,E09000005,3,4089,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000472,43230.00
14469,74.05507364,15.27850322,1,3,2,1,1,21:05,28,E09000005,3,407,6,30,6,4,3,407,0,1,4,1,1,0,0,1,1,E01000642,43193.00
14470,73.95598369,15.32851501,1,3,1,1,3,19:55,28,E09000005,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000595,43230.00
14471,74.02466471,15.21356702,1,3,3,1,4,09:00,28,E09000005,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000615,43238.00
14472,74.06737998,15.23735268,1,3,1,1,5,06:35,28,E09000005,4,454,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000518,43225.00
14473,74.007205,15.32966944,1,3,2,1,6,07:27,28,E09000005,3,4005,1,30,1,4,5,0,0,0,1,1,1,0,0,1,1,E01000612,43233.00
14474,74.03612433,15.28404433,1,3,2,2,6,06:30,28,E09000005,3,404,6,30,3,4,5,0,0,4,1,1,1,0,0,1,1,E01000531,43233.00
14475,74.12470922,15.20078545,1,3,2,1,3,19:05,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000640,43230.00
14476,74.00123618,15.17903145,1,3,2,1,2,16:25,28,E09000005,3,4088,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000564,43180.00
14477,73.9663664,15.36400985,1,3,2,1,2,23:30,28,E09000005,4,4557,6,30,8,4,6,0,0,0,4,1,1,0,0,1,1,E01000601,43222.00
14478,74.14104131,15.29109945,1,3,1,1,5,08:57,27,E09000009,4,4492,3,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01001246,43169.00
14479,74.04490886,15.31422136,1,3,1,1,2,11:45,28,E09000005,3,4088,3,30,3,4,5,0,0,8,1,1,1,0,0,1,1,E01000481,43236.00
14480,74.10229824,15.25868957,1,3,1,1,5,14:10,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000588,43232.00
14481,74.01937281,15.31973784,1,3,3,1,2,07:25,28,E09000005,3,4005,3,40,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01000472,43229.00
14482,74.07476716,15.30108677,1,3,2,1,6,07:15,28,E09000005,5,0,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01000532,43233.00
14483,74.04176716,15.2523336,1,3,3,1,7,16:00,28,E09000005,3,407,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000642,43234.00
14484,73.95824389,15.3448792,1,3,1,1,7,18:47,28,E09000005,3,4006,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000518,43234.00
14485,74.0692494,15.21246478,1,3,1,1,5,17:06,28,E09000005,5,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01000537,43239.00
14486,74.0996423,15.25818197,1,3,1,1,5,08:00,28,E09000005,3,407,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01000506,43148.00
14487,73.97354481,15.31473154,1,3,2,1,6,18:21,28,E09000005,3,404,6,30,3,2,3,404,0,5,1,1,1,0,0,1,1,E01000535,43226.00
14488,74.14683922,15.29954137,1,3,2,1,7,20:10,28,E09000005,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01000621,43199.00
14489,74.03016063,15.28750217,1,3,2,1,3,06:37,28,E09000005,3,406,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000496,43230.00
14490,74.05379155,15.33278032,1,3,2,1,7,06:30,30,E09000003,3,5,6,30,6,2,3,4006,0,5,1,1,1,0,0,1,1,E01000312,43241.00
14491,73.9759546,15.34252209,1,3,2,1,3,14:25,28,E09000005,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000630,43230.00
